y_pred,y
-3.209207111033873,-3.0299999713897705
-10.119781070781952,-9.449999809265137
-0.5051612146844997,-0.4000000059604645
-3.410583589414846,-1.4500000476837158
-5.8181677638726335,-4.610000133514404
-9.330203441104521,-7.170000076293945
-6.080417938896396,-4.630000114440918
0.3917174053569125,1.090000033378601
-1.178865798842415,0.5600000023841858
-5.2180685703535215,-7.980000019073486
-0.7554389157552208,-1.1699999570846558
-0.5550660529258439,-0.5299999713897705
-0.8250736962091606,-0.5899999737739563
-6.501286324292055,-6.960000038146973
-6.204883809899283,-9.300000190734863
-0.9301533095031377,-1.2300000190734863
-2.957145806341131,-3.609999895095825
-10.58210784733918,-10.0
-10.89741353314655,-10.029999732971191
-4.97803625607247,-4.099999904632568
-2.2402380249075278,-2.490000009536743
-0.48355652663051374,-0.1599999964237213
0.7702453068278312,2.109999895095825
-1.9981645267871642,-2.490000009536743
-5.906132807937342,-4.429999828338623
-6.05939784076026,-3.9200000762939453
-0.9145827786735253,-0.8500000238418579
0.6807478299745434,0.6700000166893005
-7.0554503978255205,-10.220000267028809
-9.756981675038716,-8.84000015258789
-4.8921609015547,-3.880000114440918
-8.225944012735082,-5.039999961853027
-1.947916339671624,-1.4600000381469727
-8.514629504562892,-9.199999809265137
-5.026731284927021,-5.099999904632568
-1.0990708024273677,-1.2799999713897705
-5.787064004178825,-3.130000114440918
0.409226648259318,-0.2199999988079071
-3.2152909704869295,-2.450000047683716
-4.009345120848205,-3.430000066757202
-6.598550545370777,-5.480000019073486
-5.9729676457283585,-5.940000057220459
-5.104238707773458,-4.130000114440918
-7.561278515812112,-5.489999771118164
2.1176351208054034,0.5
-7.920344501588478,-9.859999656677246
-9.275051623804526,-9.399999618530273
-5.053696772646044,-2.930000066757202
2.582035295518029,2.880000114440918
-3.785707476693975,-2.5299999713897705
-7.518428411161066,-6.199999809265137
-6.300175703393813,-4.090000152587891
1.3149785868436912,1.659999966621399
0.3112402289463076,1.2799999713897705
-2.809565254533549,-2.640000104904175
-8.06980898405628,-6.71999979019165
-2.188909709548952,-1.690000057220459
-5.685115147079563,-6.340000152587891
-12.000074211589304,-9.609999656677246
-3.453169442265141,-2.2300000190734863
-2.774384890279639,-3.130000114440918
-4.633933685197508,-5.659999847412109
-5.526719691623356,-4.71999979019165
-2.2213292145515093,-1.0099999904632568
-8.934533411446873,-6.880000114440918
-1.1738398216320478,-1.3600000143051147
-10.928846285171055,-13.430000305175781
-14.461027712688459,-12.640000343322754
0.7879974490398474,1.8300000429153442
-8.131564627226886,-4.78000020980835
-3.892249645184181,-4.380000114440918
-2.109347828626715,-1.7400000095367432
-5.9390572805843265,-7.769999980926514
-3.427448246348189,-3.180000066757202
-5.054914711603974,-5.53000020980835
-6.516511563107294,-7.070000171661377
-9.846107475623844,-9.9399995803833
-8.8949029332162,-7.099999904632568
0.9245902597819533,0.05999999865889549
-2.94929210916531,-2.4000000953674316
