y_pred,y
-2.7276445310657618,-3.0299999713897705
-9.01635710224631,-9.449999809265137
0.2025507792637553,-0.4000000059604645
-3.33499918799971,-1.4500000476837158
-4.001939909656951,-4.610000133514404
-7.980419664583504,-7.170000076293945
-5.989722395135669,-4.630000114440918
0.3129752855353227,1.090000033378601
-0.04676655882974057,0.5600000023841858
-7.597554775210298,-7.980000019073486
-0.2805934027729884,-1.1699999570846558
-0.25891631047232444,-0.5299999713897705
-0.04557658782136942,-0.5899999737739563
-6.829766513805563,-6.960000038146973
-5.728840199510762,-9.300000190734863
-0.6706708834487796,-1.2300000190734863
-2.658646400647113,-3.609999895095825
-9.256105492535408,-10.0
-10.299738740001409,-10.029999732971191
-4.400579249068031,-4.099999904632568
-1.5049087547096995,-2.490000009536743
-0.14391055089456278,-0.1599999964237213
1.541719987758074,2.109999895095825
-1.8427926202343397,-2.490000009536743
-3.1101612777657026,-4.429999828338623
-5.418210056810533,-3.9200000762939453
-0.9147921368555227,-0.8500000238418579
0.3503529341451914,0.6700000166893005
-8.215551738053392,-10.220000267028809
-8.825813746136667,-8.84000015258789
-3.4958654068563604,-3.880000114440918
-7.5388429752285795,-5.039999961853027
-2.0110012050322776,-1.4600000381469727
-8.124087189471076,-9.199999809265137
-3.9194789013462987,-5.099999904632568
-0.6367723333281758,-1.2799999713897705
-4.238814900899161,-3.130000114440918
0.433924413714033,-0.2199999988079071
-2.5017466168618263,-2.450000047683716
-3.1549045507869717,-3.430000066757202
-5.9765006162881615,-5.480000019073486
-5.849215117972758,-5.940000057220459
-4.1171499664678315,-4.130000114440918
-5.928441795160115,-5.489999771118164
1.4705464835757924,0.5
-7.110729927293061,-9.859999656677246
-8.255035818997477,-9.399999618530273
-3.204301859903662,-2.930000066757202
2.39673885726786,2.880000114440918
-4.10674901558901,-2.5299999713897705
-7.603337717520088,-6.199999809265137
-5.663957176162226,-4.090000152587891
1.7205606168508467,1.659999966621399
0.9570401993068742,1.2799999713897705
-1.8408446166639587,-2.640000104904175
-7.462025284037711,-6.71999979019165
-1.8937014086226327,-1.690000057220459
-5.155487853665068,-6.340000152587891
-10.36651046833098,-9.609999656677246
-2.5006948318749416,-2.2300000190734863
-2.9488770344731456,-3.130000114440918
-6.061089904041054,-5.659999847412109
-5.638981552756876,-4.71999979019165
-1.5709430967819067,-1.0099999904632568
-8.954700199740891,-6.880000114440918
-1.070489944987326,-1.3600000143051147
-7.0255635047808696,-13.430000305175781
-12.220502782874092,-12.640000343322754
1.4961206473015642,1.8300000429153442
-8.469827438488755,-4.78000020980835
-3.059919725675716,-4.380000114440918
-1.9559739773343416,-1.7400000095367432
-5.876212300341955,-7.769999980926514
-2.610830888877013,-3.180000066757202
-5.01183950346031,-5.53000020980835
-6.709235564996327,-7.070000171661377
-8.951508992835748,-9.9399995803833
-8.850941562807996,-7.099999904632568
0.6015703067312922,0.05999999865889549
-2.924257945528371,-2.4000000953674316
